0 2394.000000 -135.000000 -48.000000 1 24 28 26 29 1 5000 0
1 2354.000000 159.000000 15.000000 0 2 1200 1200 1200 1 5000 0
2 1705.000000 217.000000 15.000000 1 3 55 1200 1200 1 5000 0
3 1295.000000 135.000000 15.000000 2 4 30 55 1200 1 5000 0
4 713.000000 155.000000 15.000000 3 5 1200 1200 1200 1 5000 0
5 664.000000 879.000000 15.000000 4 6 1200 1200 1200 1 5000 0
6 194.000000 841.000000 15.000000 5 7 1200 1200 1200 1 8000 0
7 139.000000 -329.000000 15.000000 6 8 1200 1200 1200 1 8000 0
8 -352.000000 -331.000000 24.000000 31 7 68 1200 1200 1 5000 0
9 -697.000000 -346.000000 24.000000 64 27 12 68 1200 1 5000 0
10 -845.000000 277.000000 24.000000 11 65 1200 1200 1200 1 5000 0
11 -469.000000 201.000000 24.000000 10 1200 31 1200 1200 1 5000 0
12 -705.000000 -914.000000 24.000000 13 9 70 87 1200 1 5000 0
13 -715.000000 -1208.000000 24.000000 12 14 32 1200 1200 1 5000 0
14 -706.000000 -2023.000000 -55.000000 13 15 33 1200 1200 1 5000 0
15 -555.000000 -2115.000000 -55.000000 14 16 40 1200 1200 1 5000 0
16 -112.000000 -1909.000000 -55.000000 15 17 40 1200 1200 1 5000 0
17 -235.000000 -1088.000000 24.000000 16 73 1200 1200 1200 1 5000 0
18 368.000000 -1166.000000 24.000000 73 19 1200 1200 1200 1 5000 0
19 1114.000000 -877.000000 24.000000 18 20 1200 1200 1200 1 5000 0
20 1756.000000 -976.000000 24.000000 19 21 1200 1200 1200 1 5000 0
21 2215.000000 -1168.000000 24.000000 20 22 1200 1200 1200 1 5000 0
22 2493.000000 -915.000000 24.000000 21 23 26 86 1200 1 5000 0
23 2443.000000 -541.000000 -39.000000 22 26 28 1200 1200 1 5000 0
24 2604.000000 -18.000000 -48.000000 0 25 1200 1200 1200 1 5000 0
25 2804.000000 70.000000 -48.000000 24 1200 1200 1200 1200 1 5000 0
26 2414.000000 -281.000000 -48.000000 23 22 0 1200 1200 1 5000 0
27 -562.000000 -192.000000 24.000000 9 31 66 68 1200 1 5000 0
28 2816.000000 -303.000000 -48.000000 23 0 1200 1200 1200 1 5000 0
29 2020.000000 -100.000000 -48.000000 0 30 47 72 1200 1 5000 0
30 1948.000000 292.000000 15.000000 29 3 1200 1200 1200 1 5000 0
31 -432.000000 -145.000000 24.000000 11 27 8 61 1200 1 5000 0
32 -687.000000 -641.000000 24.000000 13 1200 1200 1200 1200 1 5000 0
33 -702.000000 -2378.000000 -55.000000 14 34 1200 1200 1200 1 5000 0
34 -341.000000 -2355.000000 -55.000000 33 36 35 41 1200 1 5000 0
35 -155.000000 -2508.000000 -55.000000 34 41 44 1200 1200 1 5000 0
36 22.000000 -2381.000000 -55.000000 34 37 44 1200 1200 1 5000 0
37 454.000000 -2380.000000 -55.000000 36 38 1200 1200 1200 1 5000 0
38 453.000000 -2017.000000 -55.000000 37 39 1200 1200 1200 1 5000 0
39 50.000000 -2016.000000 -55.000000 38 40 1200 1200 1200 1 5000 0
40 -246.000000 -2052.000000 -55.000000 39 15 16 1200 1200 1 5000 0
41 -351.000000 -2710.000000 -55.000000 35 42 34 1200 1200 1 5000 0
42 -670.000000 -2747.000000 -55.000000 41 43 1200 1200 1200 1 5000 0
43 -1052.000000 -2774.000000 -55.000000 42 1200 1200 1200 1200 1 5000 0
44 16.000000 -2707.000000 -55.000000 35 45 36 1200 1200 1 5000 0
45 365.000000 -2716.000000 -55.000000 44 46 1200 1200 1200 1 5000 0
46 645.000000 -2697.000000 -55.000000 45 1200 1200 1200 1200 1 5000 0
47 1716.000000 13.000000 -39.000000 29 1200 1200 1200 1200 1 5000 0
48 2530.000000 -418.000000 204.000000 49 1200 1200 1200 1200 1 5000 0
49 2358.000000 -370.000000 214.000000 48 50 1200 1200 1200 1 5000 0
50 2171.000000 -409.000000 204.000000 49 51 1200 1200 1200 1 5000 0
51 1916.000000 -467.000000 204.000000 50 52 1200 1200 1200 1 5000 0
52 1781.000000 -466.000000 208.000000 51 53 1200 1200 1200 1 5000 0
53 1553.000000 -419.000000 104.000000 52 54 1200 1200 1200 1 5000 0
54 1525.000000 -169.000000 32.000000 53 55 1200 1200 1200 1 5000 0
55 1523.000000 85.000000 24.000000 54 2 3 1200 1200 1 5000 0
56 1092.000000 -149.000000 -375.000000 57 77 78 82 1200 1 5000 2
